id,series,period,dataValue,status,units,subject,groupName
3013,BDCQ.SED1RNA,2013.12,250325,F,Number,Business Data Collection - BDC,Region by employment variable
3014,BDCQ.SED1RNA,2014.03,248715,F,Number,Business Data Collection - BDC,Region by employment variable
3015,BDCQ.SED1RNA,2014.06,252122,F,Number,Business Data Collection - BDC,Region by employment variable
3016,BDCQ.SED1RNA,2014.09,252913,F,Number,Business Data Collection - BDC,Region by employment variable
3017,BDCQ.SED1RNA,2014.12,258483,F,Number,Business Data Collection - BDC,Region by employment variable
3018,BDCQ.SED1RNA,2015.03,256151,F,Number,Business Data Collection - BDC,Region by employment variable
3019,BDCQ.SED1RNA,2015.06,258805,F,Number,Business Data Collection - BDC,Region by employment variable
3020,BDCQ.SED1RNA,2015.09,257355,F,Number,Business Data Collection - BDC,Region by employment variable
3021,BDCQ.SED1RNA,2015.12,262467,F,Number,Business Data Collection - BDC,Region by employment variable
3022,BDCQ.SED1RNA,2016.03,260170,F,Number,Business Data Collection - BDC,Region by employment variable
3023,BDCQ.SED1RNA,2016.06,263212,F,Number,Business Data Collection - BDC,Region by employment variable
3024,BDCQ.SED1RNA,2016.09,261969,F,Number,Business Data Collection - BDC,Region by employment variable
3025,BDCQ.SED1RNA,2016.12,267560,F,Number,Business Data Collection - BDC,Region by employment variable
3026,BDCQ.SED1RNA,2017.03,265234,F,Number,Business Data Collection - BDC,Region by employment variable
3027,BDCQ.SED1RNA,2017.06,269067,F,Number,Business Data Collection - BDC,Region by employment variable
3028,BDCQ.SED1RNA,2017.09,268101,F,Number,Business Data Collection - BDC,Region by employment variable
3029,BDCQ.SED1RNA,2017.12,274030,F,Number,Business Data Collection - BDC,Region by employment variable
3030,BDCQ.SED1RNA,2018.03,276082,F,Number,Business Data Collection - BDC,Region by employment variable
3031,BDCQ.SED1RNA,2018.06,273913,F,Number,Business Data Collection - BDC,Region by employment variable
3032,BDCQ.SED1RNA,2018.09,270761,F,Number,Business Data Collection - BDC,Region by employment variable
3033,BDCQ.SED1RNA,2018.12,276711,F,Number,Business Data Collection - BDC,Region by employment variable
3034,BDCQ.SED1RNA,2019.03,275886,F,Number,Business Data Collection - BDC,Region by employment variable
3035,BDCQ.SED1RNA,2019.06,276695,F,Number,Business Data Collection - BDC,Region by employment variable
3036,BDCQ.SED1RNA,2019.09,274160,F,Number,Business Data Collection - BDC,Region by employment variable
3037,BDCQ.SED1RNA,2019.12,281798,F,Number,Business Data Collection - BDC,Region by employment variable
3038,BDCQ.SED1RNA,2020.03,279050,F,Number,Business Data Collection - BDC,Region by employment variable
3039,BDCQ.SED1RNA,2020.06,275847,F,Number,Business Data Collection - BDC,Region by employment variable
3040,BDCQ.SED1RNA,2020.09,273258,F,Number,Business Data Collection - BDC,Region by employment variable
3041,BDCQ.SED1ROA,2011.06,86810,F,Number,Business Data Collection - BDC,Region by employment variable
3042,BDCQ.SED1ROA,2011.09,86691,F,Number,Business Data Collection - BDC,Region by employment variable
3043,BDCQ.SED1ROA,2011.12,87874,F,Number,Business Data Collection - BDC,Region by employment variable
3044,BDCQ.SED1ROA,2012.03,87569,F,Number,Business Data Collection - BDC,Region by employment variable
3045,BDCQ.SED1ROA,2012.06,87865,F,Number,Business Data Collection - BDC,Region by employment variable
3046,BDCQ.SED1ROA,2012.09,86968,F,Number,Business Data Collection - BDC,Region by employment variable
3047,BDCQ.SED1ROA,2012.12,88448,F,Number,Business Data Collection - BDC,Region by employment variable
3048,BDCQ.SED1ROA,2013.03,88703,F,Number,Business Data Collection - BDC,Region by employment variable
3049,BDCQ.SED1ROA,2013.06,89092,F,Number,Business Data Collection - BDC,Region by employment variable
3050,BDCQ.SED1ROA,2013.09,88448,F,Number,Business Data Collection - BDC,Region by employment variable
3051,BDCQ.SED1ROA,2013.12,89961,F,Number,Business Data Collection - BDC,Region by employment variable
3052,BDCQ.SED1ROA,2014.03,90490,F,Number,Business Data Collection - BDC,Region by employment variable
3053,BDCQ.SED1ROA,2014.06,90585,F,Number,Business Data Collection - BDC,Region by employment variable
3054,BDCQ.SED1ROA,2014.09,90482,F,Number,Business Data Collection - BDC,Region by employment variable
3055,BDCQ.SED1ROA,2014.12,92124,F,Number,Business Data Collection - BDC,Region by employment variable
3056,BDCQ.SED1ROA,2015.03,92491,F,Number,Business Data Collection - BDC,Region by employment variable
3057,BDCQ.SED1ROA,2015.06,92408,F,Number,Business Data Collection - BDC,Region by employment variable
3058,BDCQ.SED1ROA,2015.09,91900,F,Number,Business Data Collection - BDC,Region by employment variable
3059,BDCQ.SED1ROA,2015.12,93476,F,Number,Business Data Collection - BDC,Region by employment variable
3060,BDCQ.SED1ROA,2016.03,94323,F,Number,Business Data Collection - BDC,Region by employment variable
3061,BDCQ.SED1ROA,2016.06,95098,F,Number,Business Data Collection - BDC,Region by employment variable
3062,BDCQ.SED1ROA,2016.09,94968,F,Number,Business Data Collection - BDC,Region by employment variable
3063,BDCQ.SED1ROA,2016.12,97028,F,Number,Business Data Collection - BDC,Region by employment variable
3064,BDCQ.SED1ROA,2017.03,97764,F,Number,Business Data Collection - BDC,Region by employment variable
3065,BDCQ.SED1ROA,2017.06,98691,F,Number,Business Data Collection - BDC,Region by employment variable
3066,BDCQ.SED1ROA,2017.09,98800,F,Number,Business Data Collection - BDC,Region by employment variable
3067,BDCQ.SED1ROA,2017.12,100999,F,Number,Business Data Collection - BDC,Region by employment variable
3068,BDCQ.SED1ROA,2018.03,104185,F,Number,Business Data Collection - BDC,Region by employment variable
3069,BDCQ.SED1ROA,2018.06,103181,F,Number,Business Data Collection - BDC,Region by employment variable
3070,BDCQ.SED1ROA,2018.09,102207,F,Number,Business Data Collection - BDC,Region by employment variable
3071,BDCQ.SED1ROA,2018.12,104261,F,Number,Business Data Collection - BDC,Region by employment variable
3072,BDCQ.SED1ROA,2019.03,105504,F,Number,Business Data Collection - BDC,Region by employment variable
3073,BDCQ.SED1ROA,2019.06,105289,F,Number,Business Data Collection - BDC,Region by employment variable
3074,BDCQ.SED1ROA,2019.09,103878,F,Number,Business Data Collection - BDC,Region by employment variable
3075,BDCQ.SED1ROA,2019.12,107305,F,Number,Business Data Collection - BDC,Region by employment variable
3076,BDCQ.SED1ROA,2020.03,107706,F,Number,Business Data Collection - BDC,Region by employment variable
3077,BDCQ.SED1ROA,2020.06,105383,F,Number,Business Data Collection - BDC,Region by employment variable
3078,BDCQ.SED1ROA,2020.09,103112,F,Number,Business Data Collection - BDC,Region by employment variable
3079,BDCQ.SED1RPA,2011.06,41187,F,Number,Business Data Collection - BDC,Region by employment variable
3080,BDCQ.SED1RPA,2011.09,39308,F,Number,Business Data Collection - BDC,Region by employment variable
3081,BDCQ.SED1RPA,2011.12,41479,F,Number,Business Data Collection - BDC,Region by employment variable
3082,BDCQ.SED1RPA,2012.03,42691,F,Number,Business Data Collection - BDC,Region by employment variable
3083,BDCQ.SED1RPA,2012.06,41843,F,Number,Business Data Collection - BDC,Region by employment variable
3084,BDCQ.SED1RPA,2012.09,40018,F,Number,Business Data Collection - BDC,Region by employment variable
3085,BDCQ.SED1RPA,2012.12,41797,F,Number,Business Data Collection - BDC,Region by employment variable
3086,BDCQ.SED1RPA,2013.03,42750,F,Number,Business Data Collection - BDC,Region by employment variable
3087,BDCQ.SED1RPA,2013.06,41973,F,Number,Business Data Collection - BDC,Region by employment variable
3088,BDCQ.SED1RPA,2013.09,40328,F,Number,Business Data Collection - BDC,Region by employment variable
3089,BDCQ.SED1RPA,2013.12,42547,F,Number,Business Data Collection - BDC,Region by employment variable
3090,BDCQ.SED1RPA,2014.03,43501,F,Number,Business Data Collection - BDC,Region by employment variable
3091,BDCQ.SED1RPA,2014.06,42588,F,Number,Business Data Collection - BDC,Region by employment variable
3092,BDCQ.SED1RPA,2014.09,41337,F,Number,Business Data Collection - BDC,Region by employment variable
3093,BDCQ.SED1RPA,2014.12,43305,F,Number,Business Data Collection - BDC,Region by employment variable
3094,BDCQ.SED1RPA,2015.03,44375,F,Number,Business Data Collection - BDC,Region by employment variable
3095,BDCQ.SED1RPA,2015.06,43313,F,Number,Business Data Collection - BDC,Region by employment variable
3096,BDCQ.SED1RPA,2015.09,41574,F,Number,Business Data Collection - BDC,Region by employment variable
3097,BDCQ.SED1RPA,2015.12,43539,F,Number,Business Data Collection - BDC,Region by employment variable
3098,BDCQ.SED1RPA,2016.03,44564,F,Number,Business Data Collection - BDC,Region by employment variable
3099,BDCQ.SED1RPA,2016.06,43490,F,Number,Business Data Collection - BDC,Region by employment variable
3100,BDCQ.SED1RPA,2016.09,41837,F,Number,Business Data Collection - BDC,Region by employment variable
3101,BDCQ.SED1RPA,2016.12,44002,F,Number,Business Data Collection - BDC,Region by employment variable
3102,BDCQ.SED1RPA,2017.03,44953,F,Number,Business Data Collection - BDC,Region by employment variable
3103,BDCQ.SED1RPA,2017.06,44459,F,Number,Business Data Collection - BDC,Region by employment variable
3104,BDCQ.SED1RPA,2017.09,42742,F,Number,Business Data Collection - BDC,Region by employment variable
3105,BDCQ.SED1RPA,2017.12,45312,F,Number,Business Data Collection - BDC,Region by employment variable
3106,BDCQ.SED1RPA,2018.03,46521,F,Number,Business Data Collection - BDC,Region by employment variable
3107,BDCQ.SED1RPA,2018.06,45505,F,Number,Business Data Collection - BDC,Region by employment variable
3108,BDCQ.SED1RPA,2018.09,43888,F,Number,Business Data Collection - BDC,Region by employment variable
3109,BDCQ.SED1RPA,2018.12,46190,F,Number,Business Data Collection - BDC,Region by employment variable
3110,BDCQ.SED1RPA,2019.03,46775,F,Number,Business Data Collection - BDC,Region by employment variable
3111,BDCQ.SED1RPA,2019.06,46004,F,Number,Business Data Collection - BDC,Region by employment variable
3112,BDCQ.SED1RPA,2019.09,43734,F,Number,Business Data Collection - BDC,Region by employment variable
3113,BDCQ.SED1RPA,2019.12,45990,F,Number,Business Data Collection - BDC,Region by employment variable
3114,BDCQ.SED1RPA,2020.03,46647,F,Number,Business Data Collection - BDC,Region by employment variable
3115,BDCQ.SED1RPA,2020.06,44939,F,Number,Business Data Collection - BDC,Region by employment variable
3116,BDCQ.SED1RPA,2020.09,43517,F,Number,Business Data Collection - BDC,Region by employment variable
3117,BDCQ.SED2RAA,2011.06,522.384642,F,Value,Business Data Collection - BDC,Region by employment variable
3118,BDCQ.SED2RAA,2011.09,519.452472,F,Value,Business Data Collection - BDC,Region by employment variable
3119,BDCQ.SED2RAA,2011.12,548.964178,F,Value,Business Data Collection - BDC,Region by employment variable
3120,BDCQ.SED2RAA,2012.03,516.968196,F,Value,Business Data Collection - BDC,Region by employment variable
3121,BDCQ.SED2RAA,2012.06,540.944784,F,Value,Business Data Collection - BDC,Region by employment variable
3122,BDCQ.SED2RAA,2012.09,531.555731,F,Value,Business Data Collection - BDC,Region by employment variable
3123,BDCQ.SED2RAA,2012.12,570.37735,F,Value,Business Data Collection - BDC,Region by employment variable
3124,BDCQ.SED2RAA,2013.03,532.902673,F,Value,Business Data Collection - BDC,Region by employment variable
3125,BDCQ.SED2RAA,2013.06,556.873213,F,Value,Business Data Collection - BDC,Region by employment variable
3126,BDCQ.SED2RAA,2013.09,557.197786,F,Value,Business Data Collection - BDC,Region by employment variable
3127,BDCQ.SED2RAA,2013.12,612.80866,F,Value,Business Data Collection - BDC,Region by employment variable
3128,BDCQ.SED2RAA,2014.03,566.192178,F,Value,Business Data Collection - BDC,Region by employment variable
3129,BDCQ.SED2RAA,2014.06,605.299222,F,Value,Business Data Collection - BDC,Region by employment variable
3130,BDCQ.SED2RAA,2014.09,607.445261,F,Value,Business Data Collection - BDC,Region by employment variable
3131,BDCQ.SED2RAA,2014.12,655.454579,F,Value,Business Data Collection - BDC,Region by employment variable
3132,BDCQ.SED2RAA,2015.03,609.638191,F,Value,Business Data Collection - BDC,Region by employment variable
3133,BDCQ.SED2RAA,2015.06,647.849204,F,Value,Business Data Collection - BDC,Region by employment variable
3134,BDCQ.SED2RAA,2015.09,656.83227,F,Value,Business Data Collection - BDC,Region by employment variable
3135,BDCQ.SED2RAA,2015.12,683.124265,F,Value,Business Data Collection - BDC,Region by employment variable
3136,BDCQ.SED2RAA,2016.03,670.900173,F,Value,Business Data Collection - BDC,Region by employment variable
3137,BDCQ.SED2RAA,2016.06,681.308966,F,Value,Business Data Collection - BDC,Region by employment variable
3138,BDCQ.SED2RAA,2016.09,688.134053,F,Value,Business Data Collection - BDC,Region by employment variable
3139,BDCQ.SED2RAA,2016.12,729.107326,F,Value,Business Data Collection - BDC,Region by employment variable
3140,BDCQ.SED2RAA,2017.03,708.645264,F,Value,Business Data Collection - BDC,Region by employment variable
3141,BDCQ.SED2RAA,2017.06,728.918216,F,Value,Business Data Collection - BDC,Region by employment variable
3142,BDCQ.SED2RAA,2017.09,738.767374,F,Value,Business Data Collection - BDC,Region by employment variable
3143,BDCQ.SED2RAA,2017.12,793.255312,F,Value,Business Data Collection - BDC,Region by employment variable
3144,BDCQ.SED2RAA,2018.03,755.291163,F,Value,Business Data Collection - BDC,Region by employment variable
3145,BDCQ.SED2RAA,2018.06,809.572391,F,Value,Business Data Collection - BDC,Region by employment variable
3146,BDCQ.SED2RAA,2018.09,811.853056,F,Value,Business Data Collection - BDC,Region by employment variable
3147,BDCQ.SED2RAA,2018.12,882.132216,F,Value,Business Data Collection - BDC,Region by employment variable
3148,BDCQ.SED2RAA,2019.03,815.031867,F,Value,Business Data Collection - BDC,Region by employment variable
3149,BDCQ.SED2RAA,2019.06,860.489123,F,Value,Business Data Collection - BDC,Region by employment variable
3150,BDCQ.SED2RAA,2019.09,881.641341,F,Value,Business Data Collection - BDC,Region by employment variable
3151,BDCQ.SED2RAA,2019.12,962.324654,F,Value,Business Data Collection - BDC,Region by employment variable
3152,BDCQ.SED2RAA,2020.03,866.439609,F,Value,Business Data Collection - BDC,Region by employment variable
3153,BDCQ.SED2RAA,2020.06,874.234365,F,Value,Business Data Collection - BDC,Region by employment variable
3154,BDCQ.SED2RAA,2020.09,948.295331,F,Value,Business Data Collection - BDC,Region by employment variable
3155,BDCQ.SED2RBA,2011.06,7448.317512,F,Value,Business Data Collection - BDC,Region by employment variable
3156,BDCQ.SED2RBA,2011.09,7649.444917,F,Value,Business Data Collection - BDC,Region by employment variable
3157,BDCQ.SED2RBA,2011.12,7940.547869,F,Value,Business Data Collection - BDC,Region by employment variable
3158,BDCQ.SED2RBA,2012.03,7556.114539,F,Value,Business Data Collection - BDC,Region by employment variable
3159,BDCQ.SED2RBA,2012.06,7824.052663,F,Value,Business Data Collection - BDC,Region by employment variable
3160,BDCQ.SED2RBA,2012.09,7935.13685,F,Value,Business Data Collection - BDC,Region by employment variable
3161,BDCQ.SED2RBA,2012.12,8294.118961,F,Value,Business Data Collection - BDC,Region by employment variable
3162,BDCQ.SED2RBA,2013.03,7847.560023,F,Value,Business Data Collection - BDC,Region by employment variable
3163,BDCQ.SED2RBA,2013.06,8163.598407,F,Value,Business Data Collection - BDC,Region by employment variable
3164,BDCQ.SED2RBA,2013.09,8320.096402,F,Value,Business Data Collection - BDC,Region by employment variable
3165,BDCQ.SED2RBA,2013.12,8784.836631,F,Value,Business Data Collection - BDC,Region by employment variable
3166,BDCQ.SED2RBA,2014.03,8149.207926,F,Value,Business Data Collection - BDC,Region by employment variable
3167,BDCQ.SED2RBA,2014.06,8610.919192,F,Value,Business Data Collection - BDC,Region by employment variable
3168,BDCQ.SED2RBA,2014.09,8865.608852,F,Value,Business Data Collection - BDC,Region by employment variable
3169,BDCQ.SED2RBA,2014.12,9281.855526,F,Value,Business Data Collection - BDC,Region by employment variable
3170,BDCQ.SED2RBA,2015.03,8684.22368,F,Value,Business Data Collection - BDC,Region by employment variable
3171,BDCQ.SED2RBA,2015.06,9134.666819,F,Value,Business Data Collection - BDC,Region by employment variable
3172,BDCQ.SED2RBA,2015.09,9546.101379,F,Value,Business Data Collection - BDC,Region by employment variable
3173,BDCQ.SED2RBA,2015.12,9751.999645,F,Value,Business Data Collection - BDC,Region by employment variable
3174,BDCQ.SED2RBA,2016.03,9511.605747,F,Value,Business Data Collection - BDC,Region by employment variable
3175,BDCQ.SED2RBA,2016.06,9745.790621,F,Value,Business Data Collection - BDC,Region by employment variable
3176,BDCQ.SED2RBA,2016.09,10035.02584,F,Value,Business Data Collection - BDC,Region by employment variable
3177,BDCQ.SED2RBA,2016.12,10365.50472,F,Value,Business Data Collection - BDC,Region by employment variable
3178,BDCQ.SED2RBA,2017.03,10041.49253,F,Value,Business Data Collection - BDC,Region by employment variable
3179,BDCQ.SED2RBA,2017.06,10386.26829,F,Value,Business Data Collection - BDC,Region by employment variable
3180,BDCQ.SED2RBA,2017.09,10651.31974,F,Value,Business Data Collection - BDC,Region by employment variable
3181,BDCQ.SED2RBA,2017.12,11087.05233,F,Value,Business Data Collection - BDC,Region by employment variable
3182,BDCQ.SED2RBA,2018.03,10666.37711,F,Value,Business Data Collection - BDC,Region by employment variable
3183,BDCQ.SED2RBA,2018.06,11023.16624,F,Value,Business Data Collection - BDC,Region by employment variable
3184,BDCQ.SED2RBA,2018.09,11301.91159,F,Value,Business Data Collection - BDC,Region by employment variable
3185,BDCQ.SED2RBA,2018.12,11904.35976,F,Value,Business Data Collection - BDC,Region by employment variable
3186,BDCQ.SED2RBA,2019.03,11075.15418,F,Value,Business Data Collection - BDC,Region by employment variable
3187,BDCQ.SED2RBA,2019.06,11676.48324,F,Value,Business Data Collection - BDC,Region by employment variable
3188,BDCQ.SED2RBA,2019.09,11980.04951,F,Value,Business Data Collection - BDC,Region by employment variable
3189,BDCQ.SED2RBA,2019.12,12857.45917,F,Value,Business Data Collection - BDC,Region by employment variable
3190,BDCQ.SED2RBA,2020.03,11855.68436,F,Value,Business Data Collection - BDC,Region by employment variable
3191,BDCQ.SED2RBA,2020.06,11722.7833,F,Value,Business Data Collection - BDC,Region by employment variable
3192,BDCQ.SED2RBA,2020.09,12410.83744,F,Value,Business Data Collection - BDC,Region by employment variable
3193,BDCQ.SED2RCA,2011.06,1790.573153,F,Value,Business Data Collection - BDC,Region by employment variable
3194,BDCQ.SED2RCA,2011.09,1820.090085,F,Value,Business Data Collection - BDC,Region by employment variable
3195,BDCQ.SED2RCA,2011.12,1917.213227,F,Value,Business Data Collection - BDC,Region by employment variable
3196,BDCQ.SED2RCA,2012.03,1830.618388,F,Value,Business Data Collection - BDC,Region by employment variable
3197,BDCQ.SED2RCA,2012.06,1885.337405,F,Value,Business Data Collection - BDC,Region by employment variable
3198,BDCQ.SED2RCA,2012.09,1888.100101,F,Value,Business Data Collection - BDC,Region by employment variable
3199,BDCQ.SED2RCA,2012.12,2005.120455,F,Value,Business Data Collection - BDC,Region by employment variable
3200,BDCQ.SED2RCA,2013.03,1867.161373,F,Value,Business Data Collection - BDC,Region by employment variable
3201,BDCQ.SED2RCA,2013.06,1940.524984,F,Value,Business Data Collection - BDC,Region by employment variable
3202,BDCQ.SED2RCA,2013.09,1960.076627,F,Value,Business Data Collection - BDC,Region by employment variable
3203,BDCQ.SED2RCA,2013.12,2116.52437,F,Value,Business Data Collection - BDC,Region by employment variable
3204,BDCQ.SED2RCA,2014.03,1947.692057,F,Value,Business Data Collection - BDC,Region by employment variable
3205,BDCQ.SED2RCA,2014.06,2040.246757,F,Value,Business Data Collection - BDC,Region by employment variable
3206,BDCQ.SED2RCA,2014.09,2089.467619,F,Value,Business Data Collection - BDC,Region by employment variable
3207,BDCQ.SED2RCA,2014.12,2226.434588,F,Value,Business Data Collection - BDC,Region by employment variable
3208,BDCQ.SED2RCA,2015.03,2042.506946,F,Value,Business Data Collection - BDC,Region by employment variable
3209,BDCQ.SED2RCA,2015.06,2142.138092,F,Value,Business Data Collection - BDC,Region by employment variable
3210,BDCQ.SED2RCA,2015.09,2224.274618,F,Value,Business Data Collection - BDC,Region by employment variable
3211,BDCQ.SED2RCA,2015.12,2280.56934,F,Value,Business Data Collection - BDC,Region by employment variable
3212,BDCQ.SED2RCA,2016.03,2220.61211,F,Value,Business Data Collection - BDC,Region by employment variable
3213,BDCQ.SED2RCA,2016.06,2263.963389,F,Value,Business Data Collection - BDC,Region by employment variable
3214,BDCQ.SED2RCA,2016.09,2287.642599,F,Value,Business Data Collection - BDC,Region by employment variable
3215,BDCQ.SED2RCA,2016.12,2429.891614,F,Value,Business Data Collection - BDC,Region by employment variable
3216,BDCQ.SED2RCA,2017.03,2331.748251,F,Value,Business Data Collection - BDC,Region by employment variable
3217,BDCQ.SED2RCA,2017.06,2440.891077,F,Value,Business Data Collection - BDC,Region by employment variable
3218,BDCQ.SED2RCA,2017.09,2455.193538,F,Value,Business Data Collection - BDC,Region by employment variable
3219,BDCQ.SED2RCA,2017.12,2625.600376,F,Value,Business Data Collection - BDC,Region by employment variable
3220,BDCQ.SED2RCA,2018.03,2443.613224,F,Value,Business Data Collection - BDC,Region by employment variable
3221,BDCQ.SED2RCA,2018.06,2603.749656,F,Value,Business Data Collection - BDC,Region by employment variable
3222,BDCQ.SED2RCA,2018.09,2629.448461,F,Value,Business Data Collection - BDC,Region by employment variable
3223,BDCQ.SED2RCA,2018.12,2834.428954,F,Value,Business Data Collection - BDC,Region by employment variable
3224,BDCQ.SED2RCA,2019.03,2646.501073,F,Value,Business Data Collection - BDC,Region by employment variable
3225,BDCQ.SED2RCA,2019.06,2783.876696,F,Value,Business Data Collection - BDC,Region by employment variable
3226,BDCQ.SED2RCA,2019.09,2827.043619,F,Value,Business Data Collection - BDC,Region by employment variable
3227,BDCQ.SED2RCA,2019.12,3073.952192,F,Value,Business Data Collection - BDC,Region by employment variable
3228,BDCQ.SED2RCA,2020.03,2820.162198,F,Value,Business Data Collection - BDC,Region by employment variable
3229,BDCQ.SED2RCA,2020.06,2849.538853,F,Value,Business Data Collection - BDC,Region by employment variable
3230,BDCQ.SED2RCA,2020.09,3045.12835,F,Value,Business Data Collection - BDC,Region by employment variable
3231,BDCQ.SED2RDA,2011.06,1126.025173,F,Value,Business Data Collection - BDC,Region by employment variable
3232,BDCQ.SED2RDA,2011.09,1105.261793,F,Value,Business Data Collection - BDC,Region by employment variable
3233,BDCQ.SED2RDA,2011.12,1152.859466,F,Value,Business Data Collection - BDC,Region by employment variable
3234,BDCQ.SED2RDA,2012.03,1099.352761,F,Value,Business Data Collection - BDC,Region by employment variable
3235,BDCQ.SED2RDA,2012.06,1168.20787,F,Value,Business Data Collection - BDC,Region by employment variable
3236,BDCQ.SED2RDA,2012.09,1141.776759,F,Value,Business Data Collection - BDC,Region by employment variable
3237,BDCQ.SED2RDA,2012.12,1202.929738,F,Value,Business Data Collection - BDC,Region by employment variable
3238,BDCQ.SED2RDA,2013.03,1131.582659,F,Value,Business Data Collection - BDC,Region by employment variable
3239,BDCQ.SED2RDA,2013.06,1196.57592,F,Value,Business Data Collection - BDC,Region by employment variable
3240,BDCQ.SED2RDA,2013.09,1179.630006,F,Value,Business Data Collection - BDC,Region by employment variable
3241,BDCQ.SED2RDA,2013.12,1268.425915,F,Value,Business Data Collection - BDC,Region by employment variable
3242,BDCQ.SED2RDA,2014.03,1167.751139,F,Value,Business Data Collection - BDC,Region by employment variable
3243,BDCQ.SED2RDA,2014.06,1259.971803,F,Value,Business Data Collection - BDC,Region by employment variable
3244,BDCQ.SED2RDA,2014.09,1257.087659,F,Value,Business Data Collection - BDC,Region by employment variable
3245,BDCQ.SED2RDA,2014.12,1332.620839,F,Value,Business Data Collection - BDC,Region by employment variable
3246,BDCQ.SED2RDA,2015.03,1228.427188,F,Value,Business Data Collection - BDC,Region by employment variable
3247,BDCQ.SED2RDA,2015.06,1330.993276,F,Value,Business Data Collection - BDC,Region by employment variable
3248,BDCQ.SED2RDA,2015.09,1350.093974,F,Value,Business Data Collection - BDC,Region by employment variable
3249,BDCQ.SED2RDA,2015.12,1382.865866,F,Value,Business Data Collection - BDC,Region by employment variable
3250,BDCQ.SED2RDA,2016.03,1361.384555,F,Value,Business Data Collection - BDC,Region by employment variable
3251,BDCQ.SED2RDA,2016.06,1425.06522,F,Value,Business Data Collection - BDC,Region by employment variable
3252,BDCQ.SED2RDA,2016.09,1424.01272,F,Value,Business Data Collection - BDC,Region by employment variable
3253,BDCQ.SED2RDA,2016.12,1485.306074,F,Value,Business Data Collection - BDC,Region by employment variable
3254,BDCQ.SED2RDA,2017.03,1433.00241,F,Value,Business Data Collection - BDC,Region by employment variable
3255,BDCQ.SED2RDA,2017.06,1531.66301,F,Value,Business Data Collection - BDC,Region by employment variable
3256,BDCQ.SED2RDA,2017.09,1526.239962,F,Value,Business Data Collection - BDC,Region by employment variable
3257,BDCQ.SED2RDA,2017.12,1614.709714,F,Value,Business Data Collection - BDC,Region by employment variable
3258,BDCQ.SED2RDA,2018.03,1492.110213,F,Value,Business Data Collection - BDC,Region by employment variable
3259,BDCQ.SED2RDA,2018.06,1655.183675,F,Value,Business Data Collection - BDC,Region by employment variable
3260,BDCQ.SED2RDA,2018.09,1642.180822,F,Value,Business Data Collection - BDC,Region by employment variable
3261,BDCQ.SED2RDA,2018.12,1760.127293,F,Value,Business Data Collection - BDC,Region by employment variable
3262,BDCQ.SED2RDA,2019.03,1624.18235,F,Value,Business Data Collection - BDC,Region by employment variable
3263,BDCQ.SED2RDA,2019.06,1772.745135,F,Value,Business Data Collection - BDC,Region by employment variable
3264,BDCQ.SED2RDA,2019.09,1767.100262,F,Value,Business Data Collection - BDC,Region by employment variable
3265,BDCQ.SED2RDA,2019.12,1897.471021,F,Value,Business Data Collection - BDC,Region by employment variable
3266,BDCQ.SED2RDA,2020.03,1736.34873,F,Value,Business Data Collection - BDC,Region by employment variable
3267,BDCQ.SED2RDA,2020.06,1787.071722,F,Value,Business Data Collection - BDC,Region by employment variable
3268,BDCQ.SED2RDA,2020.09,1884.147277,F,Value,Business Data Collection - BDC,Region by employment variable
3269,BDCQ.SED2REA,2011.06,173.783575,F,Value,Business Data Collection - BDC,Region by employment variable
3270,BDCQ.SED2REA,2011.09,172.11625,F,Value,Business Data Collection - BDC,Region by employment variable
3271,BDCQ.SED2REA,2011.12,185.02756,F,Value,Business Data Collection - BDC,Region by employment variable
3272,BDCQ.SED2REA,2012.03,178.546654,F,Value,Business Data Collection - BDC,Region by employment variable
3273,BDCQ.SED2REA,2012.06,180.824127,F,Value,Business Data Collection - BDC,Region by employment variable
3274,BDCQ.SED2REA,2012.09,175.817668,F,Value,Business Data Collection - BDC,Region by employment variable
3275,BDCQ.SED2REA,2012.12,191.965105,F,Value,Business Data Collection - BDC,Region by employment variable
3276,BDCQ.SED2REA,2013.03,181.8588,F,Value,Business Data Collection - BDC,Region by employment variable
3277,BDCQ.SED2REA,2013.06,184.387259,F,Value,Business Data Collection - BDC,Region by employment variable
3278,BDCQ.SED2REA,2013.09,181.447239,F,Value,Business Data Collection - BDC,Region by employment variable
3279,BDCQ.SED2REA,2013.12,201.539778,F,Value,Business Data Collection - BDC,Region by employment variable
3280,BDCQ.SED2REA,2014.03,187.782584,F,Value,Business Data Collection - BDC,Region by employment variable
3281,BDCQ.SED2REA,2014.06,192.24001,F,Value,Business Data Collection - BDC,Region by employment variable
3282,BDCQ.SED2REA,2014.09,192.388075,F,Value,Business Data Collection - BDC,Region by employment variable
3283,BDCQ.SED2REA,2014.12,208.281516,F,Value,Business Data Collection - BDC,Region by employment variable
3284,BDCQ.SED2REA,2015.03,193.992897,F,Value,Business Data Collection - BDC,Region by employment variable
3285,BDCQ.SED2REA,2015.06,201.468303,F,Value,Business Data Collection - BDC,Region by employment variable
3286,BDCQ.SED2REA,2015.09,201.142129,F,Value,Business Data Collection - BDC,Region by employment variable
3287,BDCQ.SED2REA,2015.12,209.954791,F,Value,Business Data Collection - BDC,Region by employment variable
3288,BDCQ.SED2REA,2016.03,207.58674,F,Value,Business Data Collection - BDC,Region by employment variable
